FIPS code;GeoName;State;2001 Personal income (thousands of dollars) ;2002 Personal income (thousands of dollars) ;2003 Personal income (thousands of dollars) ;2004 Personal income (thousands of dollars) ;2005 Personal income (thousands of dollars) ;2006 Personal income (thousands of dollars) ;2007 Personal income (thousands of dollars) ;2008 Personal income (thousands of dollars) ;2009 Personal income (thousands of dollars) ;2010 Personal income (thousands of dollars) ;2011 Personal income (thousands of dollars) ;2012 Personal income (thousands of dollars) ;2013 Personal income (thousands of dollars) ;2014 Personal income (thousands of dollars) ;2015 Personal income (thousands of dollars) ;2016 Personal income (thousands of dollars) ;2017 Personal income (thousands of dollars) ;2018 Personal income (thousands of dollars) ;2019 Personal income (thousands of dollars) ;2020 Personal income (thousands of dollars) ;2021 Personal income (thousands of dollars) ;2001 Population (persons) 1/;2002 Population (persons) 1/;2003 Population (persons) 1/;2004 Population (persons) 1/;2005 Population (persons) 1/;2006 Population (persons) 1/;2007 Population (persons) 1/;2008 Population (persons) 1/;2009 Population (persons) 1/;2010 Population (persons) 1/;2011 Population (persons) 1/;2012 Population (persons) 1/;2013 Population (persons) 1/;2014 Population (persons) 1/;2015 Population (persons) 1/;2016 Population (persons) 1/;2017 Population (persons) 1/;2018 Population (persons) 1/;2019 Population (persons) 1/;2020 Population (persons) 1/;2021 Population (persons) 1/;2001 Population (persons) 1/;2002 Population (persons) 1/;2003 Population (persons) 1/;2004 Population (persons) 1/;2005 Population (persons) 1/;2006 Population (persons) 1/;2007 Population (persons) 1/;2008 Population (persons) 1/;2009 Population (persons) 1/;2010 Population (persons) 1/;2011 Population (persons) 1/;2012 Population (persons) 1/;2013 Population (persons) 1/;2014 Population (persons) 1/;2015 Population (persons) 1/;2016 Population (persons) 1/;2017 Population (persons) 1/;2018 Population (persons) 1/;2019 Population (persons) 1/;2020 Population (persons) 1/;2021 Population (persons) 1/
18081;Johnson County;Indiana;3705694;3797167;3923754;4115084;4352768;4680506;4957693;5232550;5056744;5280847;5566832;5924555;6064990;6330578;6651646;6947769;7223708;7638132;8046609;8613778;9333423;117843;120447;122202;124192;126769;130512;133933;136933;138584;140304;141926;143829;145927;147763;149815;152584;155009;157605;159809;162180;164298;117843;120447;122202;124192;126769;130512;133933;136933;138584;140304;141926;143829;145927;147763;149815;152584;155009;157605;159809;162180;164298
18083;Knox County;Indiana;987168;982733;1019964;1083050;1088708;1148356;1194881;1291815;1267909;1329487;1386415;1435675;1497609;1533602;1512922;1544457;1576455;1608259;1637435;1787129;1924552;38840;38832;38580;38712;38543;38399;38325;38497;38499;38388;38446;37927;37986;37869;37648;37207;36886;36395;36370;36244;35956;38840;38832;38580;38712;38543;38399;38325;38497;38499;38388;38446;37927;37986;37869;37648;37207;36886;36395;36370;36244;35956
18085;Kosciusko County;Indiana;2046496;2125235;2227931;2357800;2423592;2466285;2577558;2652377;2526004;2683649;2861213;3020518;3179426;3338778;3672194;3454440;3618130;3776360;3906407;4153993;4455917;74756;74861;75176;75447;75934;76358;76832;77091;77263;77364;77481;77844;78219;78839;79126;79438;79906;80363;80441;80050;80106;74756;74861;75176;75447;75934;76358;76832;77091;77263;77364;77481;77844;78219;78839;79126;79438;79906;80363;80441;80050;80106
18087;Lagrange County;Indiana;734954;761043;800527;859236;891572;933983;961193;949940;862025;965552;1072860;1183220;1278583;1363236;1402983;1463995;1612989;1686211;1660580;1792301;2016754;35299;35453;35711;36017;36283;36613;36931;37181;37119;37169;37518;37749;38216;38603;38827;39372;39538;39756;40145;40515;40524;35299;35453;35711;36017;36283;36613;36931;37181;37119;37169;37518;37749;38216;38603;38827;39372;39538;39756;40145;40515;40524
18089;Lake County;Indiana;13184691;13291647;13807689;14278323;14915973;15812212;16515729;17235729;16528831;17033929;17763405;18502677;18443660;19011656;19725173;20261171;20864613;21884889;22572611;24193442;26513928;484454;484520;485596;487405;489530;491432;493403;495479;495789;496251;496428;496018;495518;495977;493992;493269;492798;493981;496431;498597;498558;484454;484520;485596;487405;489530;491432;493403;495479;495789;496251;496428;496018;495518;495977;493992;493269;492798;493981;496431;498597;498558
18091;LaPorte County;Indiana;2849730;2890779;2978892;3050008;3161522;3326622;3475677;3664712;3457779;3592846;3811155;4023728;4060629;4145020;4204583;4328420;4450657;4639072;4729971;5086230;5564165;110077;109555;109027;108914;109541;109641;110846;111267;111465;111523;111650;111902;112292;112877;112237;111937;111815;112250;112414;112222;112390;110077;109555;109027;108914;109541;109641;110846;111267;111465;111523;111650;111902;112292;112877;112237;111937;111815;112250;112414;112222;112390
18093;Lawrence County;Indiana;1119453;1139989;1172321;1220103;1252428;1321465;1370928;1422959;1376641;1430510;1494637;1543645;1541930;1606820;1662319;1719566;1772738;1854489;1947001;2117829;2305780;45965;46039;46178;46106;46233;46165;46300;46233;46138;46094;46089;46022;45757;45467;45341;45287;45278;45328;45014;45022;45070;45965;46039;46178;46106;46233;46165;46300;46233;46138;46094;46089;46022;45757;45467;45341;45287;45278;45328;45014;45022;45070
18095;Madison County;Indiana;3454109;3500076;3543015;3567268;3609152;3749834;3832553;3866012;3787305;3830820;3962669;4140861;4192101;4373512;4540550;4612766;4714839;4899681;5070492;5486737;5983943;132920;132433;131740;131366;130871;131240;131203;131537;131599;131632;131070;130319;130479;129966;129673;129643;129791;129878;129826;130065;130782;132920;132433;131740;131366;130871;131240;131203;131537;131599;131632;131070;130319;130479;129966;129673;129643;129791;129878;129826;130065;130782
18097;Marion County;Indiana;28505946;28850559;29171205;30109515;30824578;32276254;32330059;34166463;35327659;37837381;40672734;42250569;41942657;43251639;45215942;46546450;47411963;50203293;54133941;59200437;63729003;865662;866210;868576;870378;873310;878515;883591;889504;898394;904858;912575;922252;933531;940660;945714;952724;959016;968269;973834;976770;971102;865662;866210;868576;870378;873310;878515;883591;889504;898394;904858;912575;922252;933531;940660;945714;952724;959016;968269;973834;976770;971102
18099;Marshall County;Indiana;1122787;1147887;1204708;1281043;1291610;1377845;1431082;1482094;1395192;1483197;1567035;1612703;1679952;1734753;1756521;1804277;1874512;1926514;1961178;2118254;2374037;45534;45518;45923;46288;46549;46851;46871;47012;47126;46999;46937;46937;46901;46909;46714;46591;46390;46259;46139;46018;46121;45534;45518;45923;46288;46549;46851;46871;47012;47126;46999;46937;46937;46901;46909;46714;46591;46390;46259;46139;46018;46121
18101;Martin County;Indiana;261647;259365;280414;292022;298423;307964;319570;332783;322610;338631;356694;342784;343965;351715;367645;362976;376665;389816;404263;443565;480019;10311;10341;10309;10361;10323;10344;10334;10304;10300;10354;10303;10256;10145;10123;10072;10017;9982;9970;9917;9786;9780;10311;10341;10309;10361;10323;10344;10334;10304;10300;10354;10303;10256;10145;10123;10072;10017;9982;9970;9917;9786;9780
18103;Miami County;Indiana;826391;822025;848297;911353;919854;950829;959706;995404;923178;951186;1006385;1055063;1090794;1144473;1145760;1163315;1206121;1231337;1256715;1332208;1449714;36475;37019;37251;37120;37445;37745;37580;37281;37127;36826;36736;36686;36390;36348;36345;36431;36346;36152;36046;35924;36081;36475;37019;37251;37120;37445;37745;37580;37281;37127;36826;36736;36686;36390;36348;36345;36431;36346;36152;36046;35924;36081
18105;Monroe County;Indiana;3031315;3073964;3233283;3444383;3574563;3813778;3951976;4258184;4216906;4317221;4585688;4796939;4812146;5070427;5326943;5606478;5924556;6189398;6470868;6832709;7328351;121696;122628;124514;126359;128121;130677;132514;134401;136198;138372;139261;139722;139512;140034;140071;140704;140749;140470;140375;139517;139875;121696;122628;124514;126359;128121;130677;132514;134401;136198;138372;139261;139722;139512;140034;140071;140704;140749;140470;140375;139517;139875
18107;Montgomery County;Indiana;978549;969048;977337;1062474;1079954;1129757;1181184;1251837;1211633;1280018;1324220;1329832;1407435;1416613;1450914;1461044;1461416;1507499;1552883;1692450;1859984;37793;37782;37634;37795;38105;38040;38172;38204;38180;38086;38290;38090;38014;37989;38045;37991;38052;37921;37904;37932;38063;37793;37782;37634;37795;38105;38040;38172;38204;38180;38086;38290;38090;38014;37989;38045;37991;38052;37921;37904;37932;38063
18109;Morgan County;Indiana;1885394;1909814;1976281;2093750;2141939;2247738;2301196;2386798;2337688;2415618;2533911;2588275;2623944;2689808;2756858;2863912;2955798;3081701;3211333;3422238;3721455;66884;67266;67729;67795;68037;68308;68354;68964;68583;69165;69372;69428;69705;69971;70148;70336;70628;71013;71421;71802;72206;66884;67266;67729;67795;68037;68308;68354;68964;68583;69165;69372;69428;69705;69971;70148;70336;70628;71013;71421;71802;72206
18111;Newton County;Indiana;338857;342635;354194;398471;404023;419786;444819;481723;433053;441434;486551;496078;548549;533626;519587;511867;522370;549999;570786;632362;716704;14358;14343;14446;14386;14485;14326;14374;14348;14207;14231;14073;14023;13999;14050;13925;13946;13963;13895;13878;13796;13808;14358;14343;14446;14386;14485;14326;14374;14348;14207;14231;14073;14023;13999;14050;13925;13946;13963;13895;13878;13796;13808
18113;Noble County;Indiana;1118128;1118978;1146218;1195695;1230678;1246891;1301981;1341317;1299997;1354714;1469927;1546802;1601155;1675744;1713072;1759120;1830386;1902835;1953559;2096513;2269726;47110;46884;46917;46996;47292;47470;47419;47561;47574;47445;47246;47101;47113;47198;47298;47176;47081;47308;47520;47379;47227;47110;46884;46917;46996;47292;47470;47419;47561;47574;47445;47246;47101;47113;47198;47298;47176;47081;47308;47520;47379;47227
18115;Ohio County;Indiana;245732;243628;228886;236885;244172;227859;254932;271385;291257;302306;226749;207976;203648;212671;222252;224372;227805;234334;245811;283228;306796;5633;5735;5779;5868;5943;6022;5992;6069;6134;6086;6060;6071;6005;5983;5909;5930;5897;5913;5945;5930;5978;5633;5735;5779;5868;5943;6022;5992;6069;6134;6086;6060;6071;6005;5983;5909;5930;5897;5913;5945;5930;5978
18117;Orange County;Indiana;427879;423127;432641;453479;464426;496284;532804;563444;542350;569443;608142;641788;624948;628558;656078;670698;717757;736281;749362;803804;861056;19373;19439;19622;19624;19744;19666;19868;19837;19931;19817;19967;19787;19894;19850;19730;19590;19552;19727;19837;19839;19830;19373;19439;19622;19624;19744;19666;19868;19837;19931;19817;19967;19787;19894;19850;19730;19590;19552;19727;19837;19839;19830
18119;Owen County;Indiana;498966;515961;541231;559343;567473;582184;606047;621397;621999;648720;664786;691527;681855;702695;739152;768654;794254;830645;873988;948464;1044015;21954;22079;22321;22190;21975;21871;21838;21763;21642;21578;21549;21475;21305;21214;21067;21189;21115;21263;21312;21298;21446;21954;22079;22321;22190;21975;21871;21838;21763;21642;21578;21549;21475;21305;21214;21067;21189;21115;21263;21312;21298;21446
18121;Parke County;Indiana;380666;380353;387725;410251;411365;417627;439119;467371;457765;482092;500909;509067;537434;532545;538459;562663;588126;604961;638888;712434;791663;17202;17274;17515;17460;17396;17376;17449;17488;17326;17261;16993;16958;17002;16935;16606;16501;16398;16381;16252;16154;16407;17202;17274;17515;17460;17396;17376;17449;17488;17326;17261;16993;16958;17002;16935;16606;16501;16398;16381;16252;16154;16407
18123;Perry County;Indiana;453239;458826;473764;494241;503811;522235;538372;556547;539830;553594;586328;596293;613585;655432;671127;680762;699757;715827;721711;752395;818195;18893;18903;18963;19148;19260;19202;19379;19340;19331;19411;19430;19378;19427;19346;19327;19013;19015;19106;19190;19150;19316;18893;18903;18963;19148;19260;19202;19379;19340;19331;19411;19430;19378;19427;19346;19327;19013;19015;19106;19190;19150;19316
18125;Pike County;Indiana;296808;294106;298975;328297;328869;347307;369787;398652;388101;400451;407382;429273;448221;449100;455368;457679;481499;495720;514936;551375;582630;12905;12984;12970;13047;12879;13016;13047;13047;12836;12712;12576;12583;12445;12427;12328;12287;12205;12273;12258;12233;12144;12905;12984;12970;13047;12879;13016;13047;13047;12836;12712;12576;12583;12445;12427;12328;12287;12205;12273;12258;12233;12144
18127;Porter County;Indiana;4720231;4746400;4930330;5370141;5612424;6023773;6392679;6704473;6262050;6450930;6992628;7366936;7462093;7691553;7923055;8154223;8593857;9052864;9403984;9871281;10672325;148372;149992;151731;153664;156024;158595;160835;162538;163572;164548;165815;166248;167271;168205;168631;169038;170225;171541;172732;173256;174243;148372;149992;151731;153664;156024;158595;160835;162538;163572;164548;165815;166248;167271;168205;168631;169038;170225;171541;172732;173256;174243
18129;Posey County;Indiana;862066;842190;834627;848099;857569;902832;923151;1000185;948576;994865;1070571;1067620;1123120;1149163;1138070;1151272;1188699;1224734;1301391;1391289;1484476;26933;26908;26736;26664;26488;26348;26229;26080;25941;25858;25683;25597;25533;25567;25570;25565;25492;25448;25318;25161;25116;26933;26908;26736;26664;26488;26348;26229;26080;25941;25858;25683;25597;25533;25567;25570;25565;25492;25448;25318;25161;25116
18131;Pulaski County;Indiana;324357;320795;327957;371745;372467;391829;424388;459075;414796;446924;487579;496321;530563;519823;502495;512565;514421;533474;556581;622880;667947;13627;13606;13634;13667;13682;13713;13724;13646;13548;13323;13240;13031;12971;12957;12858;12680;12605;12589;12475;12488;12339;13627;13606;13634;13667;13682;13713;13724;13646;13548;13323;13240;13031;12971;12957;12858;12680;12605;12589;12475;12488;12339
18133;Putnam County;Indiana;830440;830697;856467;934325;946960;985364;1034060;1071906;1044839;1075374;1122729;1145022;1194219;1209714;1242277;1303695;1350822;1398928;1449544;1553906;1689246;36382;36525;37145;37516;37780;37768;38189;38325;38052;37884;37771;37480;37258;37139;36996;36677;36856;36863;36857;36666;36979;36382;36525;37145;37516;37780;37768;38189;38325;38052;37884;37771;37480;37258;37139;36996;36677;36856;36863;36857;36666;36979
18135;Randolph County;Indiana;659324;652127;676404;697600;684919;688228;721408;766486;744542;770890;835909;841382;872696;893018;915004;917720;912746;926738;952767;1056626;1197781;27166;26989;26763;26582;26517;26415;26223;26300;26240;26177;26056;25904;25685;25420;25245;25217;25062;24899;24713;24375;24387;27166;26989;26763;26582;26517;26415;26223;26300;26240;26177;26056;25904;25685;25420;25245;25217;25062;24899;24713;24375;24387
18137;Ripley County;Indiana;718749;758394;770164;819439;851869;899104;947181;1013730;946428;974389;1013512;1012950;1032788;1073492;1075121;1100736;1146822;1188129;1219985;1331408;1429560;27130;27421;27615;27849;28040;28352;28361;28605;28716;28828;28713;28569;28470;28569;28654;28746;28819;28968;28959;28980;29081;27130;27421;27615;27849;28040;28352;28361;28605;28716;28828;28713;28569;28470;28569;28654;28746;28819;28968;28959;28980;29081
18139;Rush County;Indiana;484224;466006;489296;523329;527200;531013;545664;573271;552913;566708;611278;627934;676061;668063;649815;684125;723119;743447;765126;824046;903781;18145;18034;18090;17869;17826;17723;17756;17543;17461;17385;17297;17129;17032;16890;16763;16692;16716;16719;16698;16744;16672;18145;18034;18090;17869;17826;17723;17756;17543;17461;17385;17297;17129;17032;16890;16763;16692;16716;16719;16698;16744;16672
18141;St. Joseph County;Indiana;7538284;7752741;7869132;8310079;8616218;9175894;9496706;9674725;9066434;9301251;9819885;10333621;10502619;11091994;11787675;11803141;12345704;12880388;13052173;13794162;15277028;265502;265090;264762;264541;264863;265496;266045;267282;266827;266828;266874;266843;267573;268528;269192;270791;271084;271942;272791;272549;272212;265502;265090;264762;264541;264863;265496;266045;267282;266827;266828;266874;266843;267573;268528;269192;270791;271084;271942;272791;272549;272212
18143;Scott County;Indiana;524149;533262;546883;585535;602702;614872;636150;670520;661060;675932;698339;739017;755108;792817;814312;844416;861592;889713;924777;995735;1088133;23332;23370;23638;23626;23889;23982;24137;24089;24165;24185;23977;23846;23938;23875;23956;24040;24207;24224;24362;24336;24355;23332;23370;23638;23626;23889;23982;24137;24089;24165;24185;23977;23846;23938;23875;23956;24040;24207;24224;24362;24336;24355
18145;Shelby County;Indiana;1227624;1215017;1262117;1341346;1339823;1383571;1425288;1469795;1406632;1487442;1560267;1620678;1702114;1699431;1719761;1793416;1860108;1942992;1998016;2153520;2344951;43746;43577;43385;43488;43482;43812;44086;44345;44551;44300;44299;44298;44393;44434;44435;44351;44505;44680;44933;45026;45039;43746;43577;43385;43488;43482;43812;44086;44345;44551;44300;44299;44298;44393;44434;44435;44351;44505;44680;44933;45026;45039
18147;Spencer County;Indiana;509444;518367;550764;584823;604247;640677;674774;721727;689028;710276;742878;755611;790227;809035;813798;823687;860474;885672;927375;969497;1041681;20465;20422;20529;20605;20896;20977;21032;20978;20992;20906;20921;20695;20636;20596;20438;20253;20160;20065;19916;19820;19798;20465;20422;20529;20605;20896;20977;21032;20978;20992;20906;20921;20695;20636;20596;20438;20253;20160;20065;19916;19820;19798
18149;Starke County;Indiana;475510;477794;488899;521033;529310;561771;586066;616212;604799;642952;667811;695957;728214;730917;742493;753362;772127;794046;815076;894463;983570;23217;23361;23336;23310;23394;23362;23260;23379;23343;23356;23213;23235;23248;23092;23026;23219;23172;23210;23299;23356;23372;23217;23361;23336;23310;23394;23362;23260;23379;23343;23356;23213;23235;23248;23092;23026;23219;23172;23210;23299;23356;23372
18151;Steuben County;Indiana;844695;852080;868256;922113;953718;1003210;1036033;1069512;1026639;1066541;1144130;1214554;1235205;1289638;1299441;1355993;1433651;1507887;1575751;1680225;1809300;33556;33496;33789;33718;33926;34044;34004;34055;34194;34102;34030;34088;34267;34354;34301;34149;34163;34273;34424;34440;34632;33556;33496;33789;33718;33926;34044;34004;34055;34194;34102;34030;34088;34267;34354;34301;34149;34163;34273;34424;34440;34632
18153;Sullivan County;Indiana;465900;459379;489839;515871;515951;531115;561180;605438;583366;612080;637765;652351;675929;671112;670667;685748;704724;732420;751710;817554;894489;21771;21792;21801;21809;21689;21540;21558;21550;21483;21393;21246;21256;21215;21094;20998;20841;20859;20865;20814;20803;20758;21771;21792;21801;21809;21689;21540;21558;21550;21483;21393;21246;21256;21215;21094;20998;20841;20859;20865;20814;20803;20758
18155;Switzerland County;Indiana;219068;213765;219023;229746;232429;239505;251889;263177;253727;261118;272066;281428;287628;298713;305201;302201;316228;337872;350521;381435;415889;9465;9711;9722;9863;10165;10151;10271;10387;10541;10693;10508;10241;10276;10148;10100;10037;9978;9947;9906;9724;9790;9465;9711;9722;9863;10165;10151;10271;10387;10541;10693;10508;10241;10276;10148;10100;10037;9978;9947;9906;9724;9790
18157;Tippecanoe County;Indiana;3789871;3857356;3894006;4123361;4334912;4593722;4816246;5192375;5119479;5338274;5671448;6002675;5994765;6330172;6588711;6777061;7067952;7512310;7685858;8053844;8596056;151095;152348;154040;155832;158834;163010;166226;169039;171937;172891;174803;177186;179124;180682;182041;184643;184553;185908;186104;186247;187076;151095;152348;154040;155832;158834;163010;166226;169039;171937;172891;174803;177186;179124;180682;182041;184643;184553;185908;186104;186247;187076
18159;Tipton County;Indiana;480536;479869;488483;518805;508114;511842;532104;542450;516168;517180;562771;599504;644947;640106;632642;653524;662200;689466;697264;752608;797513;16508;16529;16511;16510;16411;16326;16257;16137;16046;15881;15835;15693;15592;15468;15326;15251;15252;15217;15265;15365;15372;16508;16529;16511;16510;16411;16326;16257;16137;16046;15881;15835;15693;15592;15468;15326;15251;15252;15217;15265;15365;15372
18161;Union County;Indiana;172625;167546;181167;201235;202021;203946;203315;214605;210181;217994;226698;227734;246730;246754;241238;253679;263292;273297;279270;305005;333736;7323;7366;7293;7291;7378;7432;7467;7428;7466;7536;7494;7349;7303;7242;7188;7147;7181;7066;7113;7090;7047;7323;7366;7293;7291;7378;7432;7467;7428;7466;7536;7494;7349;7303;7242;7188;7147;7181;7066;7113;7090;7047
